comments,date,name
"
يحكى ان الاعداء كانوا يبعثون بجواسيسهم الى الاندلس حتى يروا ان كان المسلمون لا يزالون متشبتين بدينهم وقيمهم. ولم يبدأو بتصفيتهم الا بعد أن رأو فيهم التشردم و البعد عن الدين وقارعوا الغناء و الخمور....اليوم لا حاجة لهم بارسال جواسيسهم الينا ليعرفوا هل نحن على موعد للعودة إلى الطريق الصواب ام لا. فقط يلزمهم تصفح سريع لتعاليق المسلمين على مواضيع مثل هذه حتى يروا ان المسلمين عربيهم وعجميهم فيهم من الجاهلية ما يجعلهم يتناحرون فيما بينهم فقط من اجل قبيلتهم او عرقهم ضاربين عرض الحائط حديث لا فرق بينهم الا بالتقوى. اما اللاديننين فاي حديث عن الاسلام هو هدفهم للضرب فيه و اشعال الفتنة ليقفوا يتفرجوا علىها كالذباب. رحمتك ربي ولطفك بنا.
",الاثنين 02 شتنبر 2019 - 10:56,
"
اختلف المؤرخون حول أصول طارق بن زياد، فمنهم من قال أنَّه عربي كابن خلكان والزركلي و المقري التلمساني ، ومنهم من قال أنَّه أفريقي بربري كابن عذاري، وآخرون قالوا أنَّه فارسي، بينما ترجح موسوعة كامبريدج الإسلاميَّة أصوله العربية.[6] وهذا ماذهب إليه أيضاً المؤرخ الإيطالي باولو جيوفيو .

كذلك اختلف المؤرخون حول نهاية هذا الرجل وكيف كانت، ومن المعروف أنَّه عاد إلى دمشق بصحبة موسى بن نصير بعد أن استدعاهما الخليفة الوليد بن عبد الملك، وقيل أنَّ سبب ذلك هو خلافٌ وقع بينهما واحتدّ، وفي جميع الأحوال فقد عُزل كلٌ منهما عن منصبه، وأمضى طارق بن زياد أواخر أيَّامه في دمشق إلى أن وافته المنيَّة سنة 720م
",الاثنين 02 شتنبر 2019 - 11:24,
"
En 1013 les berbères ont attaqué la capitale des Omeyades ,Madinate Al Zahra près de Córdoba et qui était un chef d’œuvre de la civilisation arabo musulmane et l’avaient entièrement détruite Ceci avait conduit à l’apparition des Taifas ( 24 émirats arabes ou berbères) sur tout le territoire et c’était le début de la fin de la présence musulmanse en Espagne
",الاثنين 02 شتنبر 2019 - 12:09,<strong>Said</strong>
"
تابعث عدة افلام تاريخية سورية و لكن فيلم صقر قريش مسلسل جميل كان من احسن الافلام شاهدته سنة 2000 فرمضان و كان انتهى في عيد الفطر كانت ايام جميلة و كانت الدار مليءة بالفرح و تدين و البساطة وكان كل شي جميل و ها نحن مازلنا نشاهده.
",الاثنين 02 شتنبر 2019 - 12:19,<strong>مواطن مغربي</strong>
"
الى كل الأمازيغ الذين يعانون من مركب النقص

1.	هاذو راهم الاسبان اللي دايرين الفلم – وكيقولوا عبد الرحمان صقر قريش – يعني عربي – ومنين جاتكم فكرة ان الاندلس امازيغية؟؟؟
2.	يمكن من حملة طارق بن زياد – طارق بن زياد ماشي اكيد انو امازيغي – بل اغلب الظن انو عربي – لان العرب عمرهم ما اعطاو القيادة العسكرية لشي ظابط غير عربي
3.	يمكن على وداش الجيش الذي قادو طارق كان جيش ف الاغلبية ديالو امازيغي – هاذ الجيش كان عبارة عن مرتزقة – والامازيغ معروفين بانهم كانوا كيحابوا ف جيوش شعوب اخرى كمرتزقة – شاركوا مع الفينيقيين – ومع الرومان - من قبل – ومن بعد مع اسبانيا – ومع فرنسا
4.	وكيف ما كان الحال – الفاتح هو الآمر بالفتح – وهو الخليقة الاموي – وهو عربي – والقائد العسكري – هو القائد الاعلى – وهو موسى بن نصير – ما طارق – اللي ما هو الا ضابط من ضباط موسى
5. وشوف من بعد الفتح آش وقع – تم ضم الاندلس للخلافة الاموية – وبداو الامويين كينصبوا ولاة على الاندلس – ولا والي واحد كان من البربر
6.	وبعد عصر الولاة جا عصر الخلافة الاموية بالاندلس

يتبع
",الاثنين 02 شتنبر 2019 - 12:41,<strong>جواد الداودي</strong>
"
يذكر ان الاندلس لما كانت في اوج اشعاعها الحضاري في القرنين الثاني و الثالث الهجريين كان المغرب غارق في البدائية و الهمجية نظرا لان الاسلام لم يتاصل بعد في هذا البلد و لندرة العنصر العربي، لكن تم تدارك الامر من بعد ذلك على ايدي المرابطون الصنهاجيين الذين عملوا على توحيد المغرب ونشر الاسلام الصحيح، ثم على ايدي المواحدين المصامدة الذي جلبوا العنصر العربي ووطنوه في السهول والهضاب و التلال الاطلسية. فبخلاف الاندلس العربية التي. طبقت شهرة اعلامها الافاق لا يذكر التاريخ للمغرب في القرون الهجري الاولى اي علم ، لكن بعد الهجرات العربية سيعرف المغرب حركة علمية نشيطة في الحواضر الكبرى و سيصير للمغرب ذكر و اعلام مشهورون .
",الاثنين 02 شتنبر 2019 - 13:30,
"
تابع

7.	امتاش غنشوفوا ممالك يحكمها بربر؟ - ف وقت ملوك الطوائف – يعني في وقت الضعف
8.	اما الاهتمام بالبنايات – والاهتمام بالحدائف وبالماء – والاهتمام بالعلوم – والآداب والفنون – فكلوا كان بفضل العرب – واللي قال داروه الامازيغ – يورينا اصل هاذ الشي ف المناطق الامازيغية المقشفرة
9.	ولذاك النكوري اللي بلا حيا كيقول قرطاج بناوها الامازيغ : جيب لينا نص تاريخي اوربي كيأكد كلامك
",الاثنين 02 شتنبر 2019 - 13:53,<strong>جواد الداودي</strong>
"
ذهب عصر الأندلس وجاء عصر توماهاوك،واحضيوا راسكوم لايجيكوم شي واحد على غفلة٠
",الاثنين 02 شتنبر 2019 - 13:58,
"
الاندلس حضارة عربية اسلامية يظهر ذلك من عمارتها ولغتها وفقها وتفقهها وادابها وموسيقاها وفنونها.. اما استعمال لفظة عربي امازيغي فهي مجرد حشو ايديولوجي وعندما نتحدث عن العرب فليس اقصاءا ولكن اعتبارا للحمولة التاريخية والحضارية مع أنه كان في الاندلس من غير العرب كالفرس والاكراد والبربر
",الاثنين 02 شتنبر 2019 - 14:11,
"
المهم ان الكاثوليك انتصروا علينا وجراو علينا وبقي لنا الكلام والبكاء. وحتى المغرب حاليا في خطر اذا لم نبني بلد قوي بعيد عن الظلم والعبودية والركوع وافكار القرون الوسطى
",الاثنين 02 شتنبر 2019 - 14:37,
"
سواء عربي او امازيغي فهو مغربي مسلم بالدرجة الاولى و لكن الشيء المؤكد حتى و ان كانت الاغلبية امازيغية و لكن الحضارة بالاندلس كانت بالعربية و المعطيات توضح دلك
اعطوني دليلا بان الروايس كانوا في تلك الحقبة و انا معكم بل هناك دوارا بالاندلس ما زال اسمه دوار خايا و كدلك مدينة اليكانتي بالعربية غني يا علي و حتى اسم ملين اندلسي و الاسبان يسمونه Molena
",الاثنين 02 شتنبر 2019 - 14:38,<strong>ولد حميدو</strong>
"
الصرااخ على قدر الالم مشكلة الامازيغ الوحيدة ان نبي الاسلام واصحابة عرب هههههههههه ولو كان امازيغيا لوجدتهم يمجدون الحضارة العربية ثم الله سبحانه اخبرنا في القران بان اخرج العرب من الفقر الى الحضارة بهذا الدين ورفعهم بل جعل الله في ارضهم ذهبا اسودا رزق من الله وهبة وجعل موطنهم اراض مقدسة الى يوم الدين فمساكين الامازيغ سكان الجبال الفقراااء جدااا عقدة النقص تلاحقهما دائما وسيظلون دائما وراء العرب وسينسبون اليهم عبر العالم فلا احد يهتم بعرقيتك بل ببلدك فقط وغصبا عنك اسمه بلد عربي عالميا ثم العرب يكفيهم فخر ان جاؤو لك بدين يخرجك من الوثنية والجهل والشعوذة يكفيهم فخرا ان فتحوا بلاد ونشروا دينا عالميا ويكفيهم فخرا ان خاتم الانبياء والرسل عربي اللهم احشرنا معه واصحابه كلامي للمسلمين فقط وجميعنا يعلم ان افريقيا كلها ملك لسكانها الاصليين السود فمن اين اتاها الامازيغ من انتم من اين اتيتم واستوطنتم افريقيا هههه
",الاثنين 02 شتنبر 2019 - 15:22,
"
ابن خلدون تعرض للعمران في كتبه و بحثه فوجد ان العرب من ابعد الناس عن العمران و الحضارة بل قال ان كل عمران دخلوا عليه هدموه و على حسب تحليله السبب يرجع الى انهم اهل ناجعة و بدو يعيشون في الصحاري و القفار و طبيعتهم منافية للعمران فلو كان عمران الاندلس و معه عمران المغرب و شمال افريقيا عربي لما قال ابن خلدون كلامه هذا و لا احد سيحمل كلامه محمل الجد و لسقطت نظرياته الاجتماعية و هذا لم يحدث 
اذن تبقى مسألة واحدة التي يتوسد عليه العرب و هي اللغة بما ان التدوين وقع باللغة العربية اذن التراث عربي لكن اللغة لا تنتج بل الانسان هو الذي أنتج و المسألة الثانية تعود الى الطبقات الاجتماعية فالطبقة الالستقراطية التي كانت منها النخبة و تستحوذ على كل مجد و سؤدد و جاه و كل ما هو اقتصادي كانت تركب أنساب عربية (آل البيت ، احفاد الصحابة ، قريش الخ ) فحتى عرب بني هلال البدو و المعقل غيروا أنسابهم في المغرب فانتسبوا الى جعفر ابن ابي طالب و الي ابي بكر الصديق و هذا لنيل الامتيازات الاجتماعية
",الاثنين 02 شتنبر 2019 - 15:24,<strong>النكوري</strong>
"
نحن متسامحون و منفتحون على الحق في الاختلاف في ظل احترام، لكن من يتجرأ من المتمزغة -ممن ولغوا من الالحاد- و يتعرض للغتنا او عرقنا او ينتقص من اصولنا و ديننا فسنكون له بالمرصاد و لن نتوانى قيد انملة في الدفاع عن مقدساتنا الدينية و اللغوية و مستعدون لخوض معارك فكرية لثني هؤلاء المرتزقة و ردهم الى رشدهم،انهم الحلقة الاضعف و الخاسرون دائما لانهم ليس لهم اي دليل تاريخي او مستند عقلي او منطقي، اللهم الا تخاريف عف عنها الزمن و يمجها العقل السليم.
",الاثنين 02 شتنبر 2019 - 15:54,
"
يحتفي الإسبان و يهتفون و يمجدون سقر قريش العربي المسلم و نحن في المغرب نهمش و نتناسى و ننكر أبطالنا و على رأسهم الأمير محمد بن عبد الكريم الخطابي البطل الذي حارب قوتين حربيتين فرنسا و اسبانيا و مازال قبره في مصر كأن المغرب غير مبال لشجاعته.
مكان دفنه جدير بأن يكون أجدير !
",الاثنين 02 شتنبر 2019 - 16:06,<strong>سقر قريش</strong>
"
33 - جبيلو
الروايات العربية هي التي أكدت أن طارق بن زياد أمازيغي و حتى عند العرب المشارقة فطارق بن زياد أمازيغي
جواد الداودي : 
إلى يومنا هذا لم أقرأ أو أسمع عن قوم أسسوا حضارة قحة خاصة بهم في مكان هاجروا إليه تاركين أرضهم الأصلية قفارا.إلا ما تحكونه عن العرب
الإغريق حينما لم يؤسسوا إمبراطوريتهم و ينقلوا بعضا من حضارتهم إلى الأقوام التي احتلوها حتى كانوا قد شيدوا بلادهم و تركوا فيها آثارا مازالت راسخة إلى يومنا هذا. كذلك الرومان و الفرس و الأوروبيون في العصر الحدث و الذي هاجروا إلى أمريكا و كان ذلك في عصر النهضة الأوروبية كذلك نفس الشيء بالنسبة لفرنسا و إنجلترا فكل هاته الأمم لم تبني إمبراطوريتها حتى كانت قد أقامت صرح الحضارة في أرض بلادها أولا
لكن بلاد العرب و التي انطلق منها العرب لغزو البلدان قبل 14 قرنا من الزمن كانت إلى غاية منتصف القرن الماضي عبارة عن مضارب و بنايات متخلفة ووو..
عندما انطلق العربان لغزو البلدان كان رصيدهم من الحضارة خاويا تماما لم يتركوا خلفهم في ارضهم لا عمران لا فلاحة لا ثقافة لا فن اللهم بعض الثرثرة في سوق عكاظ
كانوا يكرهون الصناعة و الفلاحة و يحتقرون المهن
",الاثنين 02 شتنبر 2019 - 16:24,<strong>كاره المستلبين</strong>
"
لا وجود للعرب في اسبانيا, الدراسات الوراثية و الاركيولوجية تثبت دلك بالدليل القاطع, حتى الان لم يعثر على اي اثر علمي لوجود شيئ اسمه العرب في اسبانيا, من صنع حضارة الاندلس هم الامازيغ و الاسبان القوطيون الدين اعتنقوا الاسلام, مرة اخرى العلم يكشف مدى زيف الروايات العربية. 

طبعا العروبيون البعثيون لا يروق لهم هدا فتجدهم يطعنون في العلم و في دراساته تماما كما يطعن فقهاء السلفية في كروية الارض و غيرها و لكن هيهات الكدب عمره قصير و لا يدوم. و في الحقيقة الواقع لا يحتاج له\ه الدراسات فيكفي مقارنة المدن الاندلسية و الامازيغية مثل مراكش و فاس و مكناس و الرباط بمدن السعودية لنعرف ان السواعدة لم يبنوا شيئا سوى الاكاديب.
",الاثنين 02 شتنبر 2019 - 16:28,<strong>mais encore</strong>
"
إلى النكوري
ابن خلدون اصله عربي من حضرموت ولد في تونس و هو عربي قح.البربر لم يقرؤو لأبن خلدون سوى بعض السطور التي تنتقص من بعض العرب.هناك حقيقة عندما يهاجر بعض الناس الفقراء إلى بلد آخر فهم يواجهون احتقار أهل البلد الافارقة مثلا عندما يأتون إلى المغرب أو المغاربة عندما كانو يهاجرون إلى أوروبا فينعتون بالهمج لان بعضهم يسرق و يغتصب النساء.ابن خلدون كان ابن عاشقة عربية مثقفة و كان يحتقر الفقراء اما ان يتكلم عن العرب كلهم فهو اصل منهم و كل ما قاله ابن خلدون ليس صحيح ولا يساير العصر.العرب فرضت نفسهم على العالم و اعترف الجميع بوجود حضارتهم التي تدرس في اغلى جامعات أمريكا و انجلترا و فرنسا.ونحن نفتخر بعروبتنا رغم ما يخلق لما اعداءنا من حروب و مشاكل .ابن خلدون غير صالح لهدا الزمان .
",الاثنين 02 شتنبر 2019 - 16:39,
"
سواء عرب او امازيغ او غيرهم فقد تم طردهم من الاندلس
اصبحنا مثل المدرب الدي ينهزم فريقه مع فريق قوي ب 5 لواحد و يقول بانها هزيمة مشرفة
النصارى استفادوا من اخطاء اسلافهم و نحن ما زلنا نعتبر اجدادنا من اولياء الله الصالحين
",الاثنين 02 شتنبر 2019 - 17:01,<strong>ولد حميدو</strong>
"
من الشخصيات المرتبطة بالمغرب، والتي رغم ذلك لا يستغلها هذا الأخير، ولو سياحيا على الأقل، مع أنه هناك دول عديدة تحتفي بها، رغم أنه لا علاقة لها بها، وأخرى تريد أن تحتكرها، والكلام هنا عن إسبانيا، والشخصيتان هما هرقل، ومعه أطلس، وهما شخصيتان من الميثولوجيا الإغريقية، وتماثيلهما توجد في جميع دول العالم، وأعمدة هرقل توجد لها مجسمات في جميع أنحاء العالم إلا المغرب، أما إسبانيا فتضعها في شعار مملكتها، وتحاول الترويج أن العمود الثاني في الضفة الجنوبية للمتوسط, هو مرتفع يوجد في سبتة المحتلة، مع أن بعض المصادر تقول أنه جبل يوجد قرب الناظور(حسب ويكيبيديا).
",الاثنين 02 شتنبر 2019 - 17:09,
"
الى ،،كاره المستلبين،،
لماذا تختزلون العرب في قريش و الحجاز و نجد مع ان العرب هم اليمن و حضارة سبا و قتبان (قارن حضارة اليمن و عمان بالبربر الامازيغ) ، و العرب هم ايضا لحيان و معين و الانباط (قارن ما خلفته حضارة الانباط و ما خلفه الامازيغ ان وجد اصلا) و العرب هم ايضا المناذرة و الغساسنة ، هم ايضا الامويون و العباسيون و ما ادراك ما العباسيون و العرب هم من بنوا مدينة بغداد التي كانت في عصرها اكثر المدن ازدهارا في العالم و انظر ما خلفه الامويون من معمار كمسجد قبة الصخرة و هو اشهر بناء في العالم الاسلامي و رمز مدينة القدس و الجامع الاموي هذا شرقا اما غربا فاشهر معالم الاندلس بناها العرب كقصر الحمراء و مسجد قرطبة و مدينة الزهراء.
بالاندلس خلد الاسبان عظماء العرب كصقر قريش و عبد الرحمان الناصر و الحاجب المنصور و عبد الرحمان الثاني بتماثيل .و لا عزاء للحاقدين.
",الاثنين 02 شتنبر 2019 - 17:36,<strong>Anti...</strong>
"
عرف شمال افريقيا توافد عناصر بشرية عديدة ومختلفة الأعراق والحضارات وهكذا كان الحال بالنسبة للعنصر العربي الذي نزح إلى المغرب الكبير وقام بما سمي تاريخيا بـالفتوحات الإسلامية في العهد الأموي 
ورغم أن شمال أفريقيا كان موطئ قدم العديد من الشعوب و الحضارات المختلفة إلا أن أحد منها لم يترك تأثيرا عميقا على مستوى بنياتها الثقافية و السوسيولوجية و التاريخية باستثناء العنصر العربي الذي استطاع النجاح فيما فشلت فيه العناصر الأجنبية الوافدة على المنطقة حيث استثمروا الإسلام و تمكنوا من إدماجها ثقافيا و لغويا و دينيا تحت ظل الحضارة الإسلامية و ضمنوا بذلك عنصرا بشريا ساعدهم على التوغل نحو شمال المغرب و فتح شبه الجزيرة الإيبيرية
فالتاريخ شاهدا على قيام دول حكمها عرب ذوو نسب ينتهي للنبي صلى الله عليه و سلم 
فالأمازيغ رغم تميزهم عن غيرهم من الشعوب بمجموعة من التفاصيل الإثنوغرافية والثقافية إضافة إلى الذهنية التراثية الشعبية إلا أنهم افتقدوا إلى الكتابة العلمية و التدوين و الإنتاج المعرفي كما كان يتقنه العرب وهذه النقطة بالذات التي يتكلم عنها مختلف الباحثين تمثل نقطة الضعف في الحضارة الأمازيغية
 
",الاثنين 02 شتنبر 2019 - 18:06,
"
إلى 60-كاره المستلبين
مكة والمدينة والحجاز عموما لم تكن فيه عواصم الملك الإسلامية، لذلك لم يستفد من التقدم العمراني والحضاري.
",الاثنين 02 شتنبر 2019 - 19:52,
"
56 الى سناء 
الامازيغ اعتنقوا الاسلام قبل عقبة بن نافع 
لاكن التاريخ يعيد نفسه الاسلام الساسي اقراي لابن خلدون و كتب تاريخية لماتعرض له الامازيغ العرب لا يفرقون بين الاسلام كدين و نشر المحبة بين الناس والعدل كما اراده رسول الاسلام و بين الاسلام السياسي او الداعشي لاستغلال الاسلام و فرضه من اجل السياسة وليس الدين المحمدي السمح
اقراي تاريخ بني امية و السبايا و خطف اولاد الامازيغ من اباءهم و بيعهم في دمشق و اختطاف البنات و بيعهن في دمشق 
التاريخ موجود في الكتب اللتي قراناها 
الامازيغ لم يقتلو الرسول او الصحابة و تم شريدهم بل العرب من قاموا بدلك 
الامازيغ غلطة بعضعم انخدعوا و شاركوا في احتلال اسبانيا 
فنحن لنا الفخرلم نقتل ايا من الرسل 
وهادا موجه لبعض العرب اللدين يكرهون الامازيغ و ليس الطيبين الدين يحبوننا ونحبهم
",الاثنين 02 شتنبر 2019 - 20:25,<strong>توناروز</strong>
"
.وانظر الى ما ملكوه و تغلبوا عليه من الاوطان من لدن الخليقة كيف تقوض عمرانه , و اقفر ساكنه , و بدلت الارض فيه غير الارض : فاليمن قرارهم خراب الا قليلا من الامصار , و عراق العرب كذلك خرب عمرانه الذي كان للفرس اجمع , و الشام لهذا العهد كذلك , و افريقية و المغرب لما جاز إليها بنو هلال و بنو سليم منذ اول المائة الخامسة و تمرسوا بها لثلاثمائة وخمسين من السنين قد لحق بها عادت بسائطه خرابا كلها , بعد ان كان مابين السودان و البحر الرومي كله عمرانا , تشهد بذلك آثار العمران فيه من المعالم و تماثيل البناء و شواهد القرى و المدر . و الله يرث الارض ومن عليها وهو 
خير الوارثين
)انتهى كلام ابن خلدون العربي
",الاثنين 02 شتنبر 2019 - 20:46,<strong>النكوري</strong>
"
.وانظر الى ما ملكوه و تغلبوا عليه من الاوطان من لدن الخليقة كيف تقوض عمرانه , و اقفر ساكنه , و بدلت الارض فيه غير الارض : فاليمن قرارهم خراب الا قليلا من الامصار , و عراق العرب كذلك خرب عمرانه الذي كان للفرس اجمع , و الشام لهذا العهد كذلك , و افريقية و المغرب لما جاز إليها بنو هلال و بنو سليم منذ اول المائة الخامسة و تمرسوا بها لثلاثمائة وخمسين من السنين قد لحق بها عادت بسائطه خرابا كلها , بعد ان كان مابين السودان و البحر الرومي كله عمرانا , تشهد بذلك آثار العمران فيه من المعالم و تماثيل البناء و شواهد القرى و المدر . و الله يرث الارض ومن عليها وهو خير الوارثين
انتهى كلام ابن خلدون
",الاثنين 02 شتنبر 2019 - 21:26,<strong>النكوري</strong>
"
الى المعلقة 68
ان كنتي تريدين ان تتحدثي عن الاسلام يجب ان تكفي عن توظيف النعرة الطائفية الشعوبية، فادعاء الالتزام بالاسلام السمح و التمسك بالشعوبية المجسدة في الامازيغية امر لا يستقيم و شيئان لا يجتمعان، يجب ان تعلمي ان الامازيغية لست فكرة او ثقافة او عرق، و انما هي عقيدة و دين يعتبر ندا للاسلام، الامازيغية نبتت في بيئة ملحدة و دعاتها و مناصيروها ملحدون يطعنون في الدين الذي تزعمين التمسك بع و كذلك في لغته، ان الامر يتجاوز الخلاف اللغوي او الثقافي الى خلاف عقدي يضع الامازيغية في مواجهة الاسلام.
لذلك لا يجوز اللعب على الحبلين، فإما الإسلام و اما الامازيغية ولا يوجد طريق ثالث.
",الاثنين 02 شتنبر 2019 - 21:33,
"
ماهي الأثار التي بناها الأمازيغ في المغرب قبل مجيء العرب ؟
",الاثنين 02 شتنبر 2019 - 22:16,
"
الى ،،نكوري،،.
اذا كان العرب مخربين فلماذا ازدهرت المناطق التي حكموها ،كبغداد و دمشق و البصرة و الاندلس ،المخرب لا يبني ،فقد بنى العرب مدينة بغداد و الكوفة و الفسطاط و سامراء و القيروان و مدينة الزهراء بالاندلس .بالمقابل الامازيغ خربوا مدينة الزهراء و قرطبة بالاندلس و الموحدين الامازيغ خربوا مدينة مراكش و ابادوا اهلها عندما هزموا المرابطين و ميسرة الامازيغي من قام بتهديم و تخريب مدينة سبتة و تشريد اهلها سنة 740 م.
",الاثنين 02 شتنبر 2019 - 22:46,<strong>Anti...</strong>
"
صقر قريش من اذكى واقوى الحكام في التاريخ لانه بنى دولة من لاشي .
بعد ان كان مطلوبا للقتل فر وبنى دولة تعد الأعظم في وقتها تطورا .
هكذا هم ابناء مكة والحجاز عموما فقد خرج منهم رجال حكموا عشرات الدول بينما لايزال البعض مغيب العقل في بلاد الكيف والبربر والخميسات لاصحة لافليسات
",الثلاثاء 03 شتنبر 2019 - 07:45,
"
البربيرستيون الجدد 

يعانون من عقدة كبيرة 

وهمهم الوحيد أصبح تزوير الحقائق و الكذب 
في المواقع الإلكترونية 

ينسبون حضارة الفنيقيون و القرطاجنيون لشيء إسمه أمازغ
ينسبون حضارة الرومان لشيء إسمه أمازغ
يقحمون في الحضارة العربية الإسلامية شيء إسمه أمازغ

التاريخ مدون 
وكتب المؤرخين موجودة 
المعلومة الصحيحة موجودة 

هناك مؤرخين عالميين يعرفون كل شيء 





"" لا تكذبوا علينا من فضلك نحن لسنا أغبياء "" .

لا توجد أية حضارة تنسب لشيء إسمه أمازغ .

البربر و البيربير ليست لهم أية حضارة دكرها مؤرخ معين .


كما توجد ثقنية "" الفار"" في كرة القدم 
توجد كذلك ثقنية التأكد من المعلومة 

أن تكتب قصة خيالية تمدح فيها قبيلتك و قريتك بالكذب 
وتنشرها لن يغير من الوضع التاريخي شيئا .

ماهي الأثار التي بناها الأمازيغ في المغرب قبل مجيء العرب ؟ 
النكوري 

أنت تحرف و تبالغ في كلام كلام ابن خلدون 

ثم 

ابن خلدون كان مختل عقليا ترة يكتب أنه عربي من خضر موت وتارة يكتب 

أنه بربري .

ابن خلدون ليس مرجع 
لماذا تستنجد به أنت ؟

هناك عدة مؤرخين يثبثون عكس ابن خلدون.


خلاصة القول :

عبد الرحمان الداخل كان عربيا قادما من المشرق العربي 
معلومة صحيحة 100%.
",الثلاثاء 03 شتنبر 2019 - 09:00,
"
النكوري 


أنصحك بقرائة كتاب غوستاف لوبون GUSTAVE LE BON 

لتفهم التاريخ الحضاري العربي 

وهو ليس بربري أو بيربيرستي 
و ليس عربي 
بل هو فرنسي 
إنسان محايد 100%.

هذا المؤرخ الفرنسي كتب كتاب حول الحضارة العربية و المعمار العربي 

إبحت في الإنترنت فتجد كتابه حول العرب .


أما كلامك هذا حول ابن خلدون فهو ليس صحيح 
فهو كله تحريف وكذب ومبالغة من أعداء الحضارة العربية و الإسلامية.

هذه المعلومات التي تنشرها هي ليست صحيحة 
العرب بنوا على الأقل جميع المساجد 
وأنت تسوق العرب كانوا يهدمون 
هذه قمة التناقض .
",الثلاثاء 03 شتنبر 2019 - 10:38,
"
الى magrebi
لورانس العربي و ارنولد توينبي و 
سنوك هرخرونيه و و و الخ هؤلاء كلهم كانوا يشتغلون مع الإدارات الكلونيالية لبلدانهم و كانوا موظفين لدى وكلات الاستخبارات التابعة لبلدانهم 
انا أعيش في الغرب و قرأت تاريخ الاستعمار من داخل المنظومة الغربية و اطلعت على الوثائق الاستعمارية و لعلمك فالدول الغربية كانت لها وزارات خاصة بالاستعمارات فارنولد توينبي مهمته كانت الإطاحة بالخلافة العثمانية و اثارة النعرات القومية بين الترك و العرب لتطبيق سياسة فرق تسد 
و لذلك اكثر من الإطراء للعرب لكن هو يعرف في قرارة نفسه انه كذاب
اما ابن خلدون فمسلم و قاضي القضاة بمعنى كان وزيرا للعدل و رئيس مجلس القضاء و فقيها مسلما و لم يكن يحمل اي حقد للعرب و لم تكن له أجندة مخابراتية او او هو كان عالم اجتماعي نظر الى واقعه في القرن الرابع و الخامس عشر ميلادي و عمل استقراء تاريخي و تتبع مسار التاريخي للعرب و كتب ما لاحظه لكن انتم لا تعجبكم الحقيقة لأنكم تعيشون انفصالا عن الواقع
",الثلاثاء 03 شتنبر 2019 - 11:24,<strong>النكوري</strong>
"
الى النكوري 


وقيل عن البربر 
"" يمشي الرجال والنساء بدون نعال، وبأرجلهم شقوق تصل حتى العظم، يتحاربون دائما مع جيرانهم ويقتتلون لأتفه الأسباب، بدون قانون ولا عدالة، كمن لا يخشى الله ولا يحب أخاه وإن ادّعوا بأنهم مسلمون، لكن ليس هناك قضاة ولا فقهاء في هذا الجبل كله، حيث توجد بعض القرى المأهولة بنفس الرهط من الناس. تجارتهم عبارة عن العسل والشمع يبيعونها للتجار المسيحيين، وقد كانوا لا يعرفون قيمة الشمع قبل مجيء البرتغاليين فيرمونه. لا شرف لهم ولا معرفة بالإحسان، ولا يفكرون إلا في الانتقام من أعدائهم وقتلهم غدرا أن أمكنهم ذلك، وهي الطريقة المفضلة عندهم. وأخيرا فإنهم أكثر سكان بلاد البربر كلها قسوة وخشونة، ومن لم يقتل اثني عشر أو خمسة عشر رجلا لا يعتبر شجاعا.
",الثلاثاء 03 شتنبر 2019 - 15:10,
"
إلى صاحب تعليق رقم 11 بخصوص غياب دور الأمازيغ بالأندلس . فاميلي على كتاب مفاخر البربر بالأندلس وستجد كبار وملوك ووزراء وقواد الجيش الأمازيغ بالاسماء وانتمائتهم القبيلة وسيرهم. لا تبخس يا أخي مكانة الأمازيغ فانهم كانوا في طلائع الجيوش التي غزت أوروبا ابتداء بجيش حنبعل الذي حاصر روما مرورا بغزوات يوغرطا بالأندلس قبل الإسلام إلى طارق ابن زياد الامازيغي إلى مؤخرا المارشال مزيان مع فرانكو ضد الروخو في الثلاثينات القرن الماضي.
",الثلاثاء 03 شتنبر 2019 - 17:08,
"
لمعرفة حقيقة العرب راجع مقدمة ابن خلدون في باب العرب ولكم خاص التحية، و الحقيقة المرة ان العرب ابادوا تقافات وحضارات امازيغية، ونسبوا كل شيء الى بنو امية الذين لم يكونوا سوى همج وقطاع طرق وغزاة مدمرين باسم الدين ....
",الخميس 05 شتنبر 2019 - 09:48,
"
79 - غيور



أنت مصاب بالعربوفوبيا

ومحب للصهيونية 
وهمك الوحيد هو صناعة الكراهية 

قبل العربية 

كانت البيزنطية

وقبل البيزنطية 

كانت الوندالية الجرمانية 

وقبلها كانت 

الرومانية 

وقبل الرومانية 

كانت البونقية و الفنيقية 


أما أنت فتصنع فكرون في مخك و تمسح كل شيء في العروبة و الإسلام 

لانك تنتمي إلى الصهيونية .


وهذف هو صناعة الكراهية .
",الخميس 05 شتنبر 2019 - 13:08,
"
اللهم تقبل حجهم. شحال كيبقاو فيا الناس المكفوفين. مكرهتش لوكان كنت لباااس عليا والله حتى نتهلا فيهم. ولكن الله غالب أو الله قادر عليهم. ياااربي شافيهم أو شوف من حالهم
",الاثنين 02 شتنبر 2019 - 01:31,<strong>karim</strong>
"
من يستطيع ان يرشدنا لعنوان.اريد ان اراسلهم من اجل ان يشارك مكفوف من العائلة لم يحالفه الحظ بالقرعة 3مرات جزاكم الله خيرا
",الاثنين 02 شتنبر 2019 - 10:50,<strong>طلب</strong>
